,file,accuracy,balacc,f1score,cosine,jaccard,logloss,person
175,ILSVRC2012_val_00040913.JPEG,0.75,0.5,0.0,1.0,0.0,9.010913347279288,BASELINE
176,ILSVRC2012_val_00041922.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
177,ILSVRC2012_val_00046002.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
178,ILSVRC2012_val_00049179.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
179,ILSVRC2012_val_00049472.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
180,ILSVRC2012_val_00001470.JPEG,0.875,0.9285714285714286,0.6666666666666666,0.7071067811865475,0.5,4.505456673639644,Julius
181,ILSVRC2012_val_00003768.JPEG,0.8125,0.6785714285714286,0.4,0.40824829046386313,0.25,6.758185010459466,Julius
182,ILSVRC2012_val_00003808.JPEG,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,Julius
183,ILSVRC2012_val_00007306.JPEG,0.8125,0.6282051282051282,0.4,0.40824829046386313,0.25,6.758185010459466,Julius
184,ILSVRC2012_val_00009634.JPEG,0.9375,0.9642857142857143,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Julius
185,ILSVRC2012_val_00010411.JPEG,0.6875,0.5512820512820513,0.28571428571428575,0.28867513459481287,0.16666666666666666,11.26364168409911,Julius
186,ILSVRC2012_val_00014415.JPEG,0.75,0.6666666666666667,0.5,0.5,0.3333333333333333,9.010913347279288,Julius
187,ILSVRC2012_val_00015178.JPEG,0.75,0.6666666666666667,0.5,0.5,0.3333333333333333,9.010913347279288,Julius
188,ILSVRC2012_val_00015410.JPEG,0.9375,0.9642857142857143,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Julius
189,ILSVRC2012_val_00017515.JPEG,0.8125,0.7564102564102564,0.5714285714285715,0.5773502691896258,0.4,6.758185010459466,Julius
190,ILSVRC2012_val_00018867.JPEG,0.875,0.75,0.6666666666666666,0.7071067811865475,0.5,4.505456673639644,Julius
191,ILSVRC2012_val_00021683.JPEG,0.75,0.6428571428571428,0.3333333333333333,0.35355339059327373,0.2,9.010913347279288,Julius
192,ILSVRC2012_val_00021882.JPEG,0.6875,0.5416666666666667,0.28571428571428575,0.28867513459481287,0.16666666666666666,11.26364168409911,Julius
193,ILSVRC2012_val_00023283.JPEG,0.9375,0.75,0.6666666666666666,0.7071067811865475,0.5,2.252728336819822,Julius
